"EmpNumber","Age","Gender","EducationBackground","MaritalStatus","EmpDepartment","EmpJobRole","BusinessTravelFrequency","DistanceFromHome","EmpEducationLevel","EmpEnvironmentSatisfaction","EmpHourlyRate","EmpJobInvolvement","EmpJobLevel","EmpJobSatisfaction","NumCompaniesWorked","OverTime","EmpLastSalaryHikePercent","EmpRelationshipSatisfaction","TotalWorkExperienceInYears","TrainingTimesLastYear","EmpWorkLifeBalance","ExperienceYearsAtThisCompany","ExperienceYearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition","PerformanceRating"
"E1001303","41","Female","Medical","Single","Research & Development","Manufacturing Director","Travel_Rarely","7","2","4","42","3","2","3","6","No","14","2","8","6","3","2","2","2","1","No","3"
"E1001304","39","Female","Life Sciences","Married","Research & Development","Manufacturing Director","Travel_Rarely","1","1","4","65","2","4","4","1","No","16","3","21","3","3","21","6","11","8","No","3"
"E1001305","27","Female","Life Sciences","Married","Research & Development","Senior Manager R&D","Travel_Rarely","2","4","1","47","3","2","4","0","No","18","2","4","2","3","3","2","2","2","No","2"
"E1001306","35","Male","Other","Divorced","Research & Development","Laboratory Technician","Travel_Rarely","10","3","2","45","3","1","4","1","No","20","1","3","4","2","3","2","1","2","No","2"
"E1001307","42","Male","Marketing","Married","Sales","Manager","Travel_Rarely","5","2","4","90","3","5","3","6","No","13","2","21","3","4","1","0","0","0","No","4"
"E1001308","50","Male","Life Sciences","Married","Research & Development","Laboratory Technician","Travel_Rarely","9","3","1","64","3","1","4","4","No","18","2","8","5","3","1","0","0","0","No","3"
"E1001310","59","Female","Life Sciences","Single","Research & Development","Manufacturing Director","Travel_Rarely","2","3","3","69","2","4","4","3","Yes","13","1","30","4","3","5","3","4","3","No","3"
"E1001312","55","Male","Medical","Married","Research & Development","Healthcare Representative","Travel_Frequently","18","4","3","62","3","2","2","3","Yes","14","4","17","3","3","8","7","6","7","No","3"
"E1001313","41","Female","Life Sciences","Divorced","Research & Development","Research Director","Non-Travel","7","1","2","55","1","5","3","1","No","22","2","21","3","3","21","16","5","10","No","2"
"E1001314","38","Male","Life Sciences","Single","Sales","Sales Executive","Travel_Rarely","3","4","2","42","3","2","4","8","Yes","12","3","19","1","3","1","0","0","0","No","3"
"E1001315","26","Male","Medical","Single","Sales","Sales Executive","Non-Travel","29","2","2","79","1","2","1","8","No","18","4","7","6","3","2","2","2","2","Yes","2"
"E1001316","52","Female","Marketing","Married","Sales","Manager","Travel_Rarely","2","1","1","57","1","5","4","1","No","15","4","33","3","3","32","14","6","9","Yes","2"
"E1001317","44","Female","Medical","Married","Sales","Sales Executive","Travel_Rarely","28","3","4","53","4","4","4","3","Yes","18","3","23","2","3","12","11","11","11","No","3"
"E1001318","50","Female","Life Sciences","Married","Sales","Sales Executive","Non-Travel","1","3","4","95","3","2","3","0","No","12","1","19","3","3","18","7","0","13","No","3"
"E1001321","39","Female","Medical","Single","Research & Development","Manufacturing Director","Travel_Frequently","22","3","4","82","3","3","1","1","Yes","13","3","21","2","3","21","6","2","8","No","3"
"E1001322","33","Female","Life Sciences","Single","Sales","Sales Representative","Non-Travel","8","1","2","88","2","1","4","0","No","19","4","3","2","2","2","2","2","2","No","2"
"E1001323","45","Female","Life Sciences","Married","Sales","Manager","Travel_Rarely","11","2","4","90","3","4","4","3","No","13","2","26","4","4","9","3","1","1","No","3"
"E1001324","32","Female","Medical","Single","Research & Development","Senior Manager R&D","Non-Travel","29","4","4","69","3","1","3","9","No","12","2","10","2","3","8","7","7","7","No","3"
"E1001325","34","Male","Marketing","Divorced","Sales","Sales Executive","Travel_Rarely","1","4","2","75","4","2","4","0","No","11","4","16","2","2","15","1","0","9","No","3"
"E1001326","59","Male","Technical Degree","Married","Sales","Manager","Travel_Rarely","1","2","2","66","3","3","4","3","Yes","14","3","14","1","1","6","4","0","4","No","3"
"E1001327","45","Male","Medical","Single","Human Resources","Human Resources","Travel_Rarely","24","4","2","36","3","1","2","1","No","16","1","6","3","3","6","3","0","4","No","3"
"E1001330","36","Male","Other","Divorced","Research & Development","Laboratory Technician","Travel_Rarely","15","3","1","81","3","2","3","7","No","14","2","9","3","2","1","0","0","0","Yes","3"
"E1001331","26","Male","Life Sciences","Married","Research & Development","Research Scientist","Travel_Frequently","2","3","1","57","3","1","1","6","Yes","14","2","6","2","3","3","2","1","2","Yes","2"
"E1001334","28","Male","Medical","Married","Sales","Sales Representative","Travel_Rarely","10","1","4","74","3","1","2","1","No","22","2","1","5","3","1","0","0","0","No","4"
"E1001338","38","Male","Other","Married","Research & Development","Senior Manager R&D","Travel_Frequently","3","4","3","44","3","1","3","3","No","16","1","8","2","3","2","2","2","2","No","3"
"E1001339","50","Male","Medical","Married","Research & Development","Senior Manager R&D","Travel_Rarely","2","4","2","62","3","5","3","2","Yes","11","4","29","2","2","8","1","7","7","No","3"
"E1001340","37","Female","Other","Single","Research & Development","Healthcare Representative","Travel_Rarely","3","3","4","35","3","2","2","3","No","15","1","8","3","2","4","3","0","1","No","3"
"E1001344","40","Male","Marketing","Married","Sales","Sales Executive","Travel_Rarely","26","3","3","74","3","2","1","1","No","14","2","8","3","2","7","7","7","5","No","3"
"E1001346","26","Female","Medical","Divorced","Research & Development","Research Scientist","Travel_Frequently","1","1","1","66","2","1","3","1","No","13","3","5","5","3","5","3","1","3","No","2"
"E1001348","54","Female","Life Sciences","Married","Sales","Sales Executive","Travel_Rarely","2","4","3","41","2","3","3","6","No","11","2","13","4","3","9","4","7","0","No","3"
"E1001349","56","Female","Medical","Married","Research & Development","Senior Manager R&D","Travel_Frequently","9","3","1","63","3","1","3","2","No","19","2","18","4","3","5","4","0","3","No","3"
"E1001351","36","Female","Medical","Single","Research & Development","Manufacturing Director","Travel_Rarely","12","5","4","51","2","3","4","0","No","11","2","15","2","2","14","8","7","8","No","3"
"E1001352","55","Male","Medical","Single","Research & Development","Manager","Non-Travel","2","1","3","40","2","4","1","7","No","15","2","31","3","4","9","7","6","2","No","4"
"E1001354","43","Male","Medical","Divorced","Sales","Sales Executive","Travel_Rarely","25","3","3","79","2","3","4","5","No","13","3","18","5","3","1","0","0","0","No","3"
"E1001355","20","Female","Marketing","Single","Sales","Sales Representative","Travel_Frequently","9","3","4","54","3","1","4","1","Yes","14","2","2","3","3","2","2","0","2","Yes","3"
"E1001357","21","Female","Life Sciences","Single","Research & Development","Senior Manager R&D","Travel_Rarely","10","3","3","36","2","1","1","1","No","13","1","1","6","2","1","0","1","0","Yes","3"
"E1001358","46","Female","Life Sciences","Divorced","Research & Development","Senior Manager R&D","Travel_Rarely","8","4","4","74","2","2","1","8","Yes","23","1","19","2","3","16","13","1","7","No","4"
"E1001360","28","Male","Technical Degree","Single","Research & Development","Senior Manager R&D","Non-Travel","24","2","2","72","2","3","1","1","No","12","1","10","2","2","10","7","1","9","Yes","2"
"E1001361","26","Male","Medical","Married","Research & Development","Laboratory Technician","Travel_Rarely","1","2","1","59","2","1","1","1","No","16","1","6","2","3","5","3","1","3","No","2"
"E1001362","30","Male","Other","Married","Research & Development","Senior Manager R&D","Travel_Rarely","20","3","3","85","3","2","1","0","No","15","3","7","1","2","6","2","0","2","No","3"
"E1001366","38","Female","Life Sciences","Married","Research & Development","Healthcare Representative","Travel_Rarely","17","1","3","65","2","3","3","0","No","18","1","20","4","2","19","9","1","9","No","3"
"E1001370","40","Male","Technical Degree","Married","Research & Development","Senior Manager R&D","Travel_Rarely","20","4","1","61","3","3","4","4","No","20","4","14","6","3","11","10","11","1","No","2"
"E1001372","27","Male","Life Sciences","Married","Research & Development","Senior Manager R&D","Non-Travel","8","5","1","87","1","1","3","1","No","19","4","3","4","3","3","2","1","2","No","2"
"E1001374","55","Male","Life Sciences","Married","Research & Development","Manager R&D","Travel_Frequently","2","1","4","65","3","3","2","3","No","18","2","23","4","3","3","2","1","2","No","3"
"E1001376","44","Male","Medical","Married","Human Resources","Human Resources","Travel_Rarely","1","2","2","91","2","3","1","9","No","14","4","24","1","3","20","6","3","6","Yes","2"
"E1001379","33","Female","Medical","Single","Research & Development","Research Scientist","Travel_Frequently","29","4","1","54","2","2","3","1","No","22","2","14","4","3","13","7","3","8","Yes","2"
"E1001381","34","Male","Life Sciences","Single","Research & Development","Healthcare Representative","Travel_Frequently","3","1","1","45","3","2","4","0","No","17","3","7","1","2","6","2","0","4","No","3"
"E1001384","25","Male","Technical Degree","Married","Research & Development","Manager R&D","Travel_Rarely","4","1","4","32","3","1","4","1","Yes","15","2","7","3","4","7","7","5","6","Yes","3"
"E1001385","26","Male","Medical","Divorced","Research & Development","Manager R&D","Travel_Rarely","21","3","1","37","3","1","3","1","No","20","3","1","0","2","1","1","0","0","Yes","4"
"E1001387","42","Male","Medical","Married","Research & Development","Manager","Travel_Rarely","2","2","4","35","3","4","1","0","No","17","4","23","3","3","22","6","13","7","No","3"
"E1001389","28","Male","Medical","Divorced","Research & Development","Manager R&D","Travel_Frequently","1","3","1","45","2","1","2","1","No","15","1","1","2","3","1","0","0","0","Yes","3"
"E1001391","50","Male","Other","Single","Sales","Sales Executive","Travel_Frequently","1","4","4","81","3","2","3","3","Yes","14","4","5","4","3","0","0","0","0","Yes","3"
"E1001392","33","Female","Life Sciences","Married","Sales","Sales Executive","Travel_Frequently","7","3","4","30","3","2","2","0","No","17","3","4","3","3","3","2","0","2","No","3"
"E1001393","34","Male","Life Sciences","Married","Research & Development","Research Scientist","Non-Travel","3","4","3","40","2","1","4","3","No","17","4","6","2","3","0","0","0","0","No","3"
"E1001394","48","Male","Medical","Single","Research & Development","Manager R&D","Non-Travel","1","4","1","35","4","4","4","2","No","22","3","27","3","2","5","4","2","1","No","2"
"E1001395","45","Female","Life Sciences","Married","Sales","Sales Executive","Non-Travel","9","4","2","65","2","2","3","1","No","13","4","15","2","3","15","10","4","12","No","2"
"E1001396","52","Male","Life Sciences","Single","Research & Development","Healthcare Representative","Travel_Rarely","7","4","2","87","3","3","2","7","No","19","4","18","4","3","8","6","4","0","No","2"
"E1001397","38","Male","Marketing","Divorced","Sales","Sales Executive","Travel_Rarely","10","4","3","73","2","3","3","0","Yes","14","2","9","2","3","8","7","2","7","No","3"
"E1001398","29","Female","Life Sciences","Divorced","Research & Development","Manager R&D","Travel_Rarely","28","4","3","93","3","1","4","4","No","22","1","11","1","3","7","5","1","7","No","4"
"E1001399","28","Female","Medical","Divorced","Research & Development","Manufacturing Director","Travel_Rarely","3","3","4","93","3","3","2","0","No","17","2","10","3","2","9","7","1","7","No","3"
"E1001402","46","Male","Marketing","Married","Sales","Manager","Travel_Rarely","3","1","1","52","3","4","3","3","No","12","4","23","3","3","12","9","4","9","No","2"
"E1001403","38","Male","Marketing","Single","Sales","Sales Executive","Travel_Rarely","2","2","4","32","3","3","2","7","No","16","3","10","2","3","1","0","0","0","No","3"
"E1001405","39","Male","Life Sciences","Divorced","Research & Development","Healthcare Representative","Travel_Frequently","2","3","1","84","3","4","4","7","No","11","4","21","4","3","18","7","11","5","Yes","2"
"E1001406","40","Male","Medical","Single","Research & Development","Manager R&D","Travel_Rarely","14","3","3","44","2","5","3","1","No","14","1","21","2","4","20","7","4","9","No","3"
"E1001410","39","Male","Life Sciences","Single","Research & Development","Laboratory Technician","Non-Travel","9","3","3","70","3","2","2","9","No","15","3","9","2","2","5","4","0","3","No","3"
"E1001411","36","Male","Life Sciences","Single","Research & Development","Manufacturing Director","Non-Travel","18","4","1","78","3","2","4","2","No","20","1","18","0","3","11","9","0","9","No","3"
"E1001413","31","Male","Life Sciences","Married","Sales","Sales Representative","Travel_Frequently","20","3","3","67","4","1","4","0","No","12","1","3","4","3","2","2","2","2","No","3"
"E1001414","28","Male","Life Sciences","Married","Research & Development","Manager R&D","Travel_Rarely","2","1","1","67","2","1","2","0","No","17","1","6","2","1","5","3","0","4","No","3"
"E1001415","35","Male","Marketing","Divorced","Sales","Sales Executive","Travel_Frequently","11","2","4","54","3","2","4","1","No","11","4","5","3","3","5","2","0","2","No","3"
"E1001416","49","Male","Technical Degree","Married","Sales","Sales Executive","Travel_Rarely","8","4","4","56","2","4","2","6","No","17","2","22","3","3","9","8","2","3","No","3"
"E1001418","34","Male","Life Sciences","Single","Research & Development","Manager R&D","Travel_Frequently","2","2","4","95","3","2","3","2","No","11","4","5","3","2","3","2","0","2","No","3"
"E1001421","29","Female","Life Sciences","Divorced","Research & Development","Research Scientist","Travel_Frequently","10","3","4","61","3","1","2","0","No","14","4","8","2","2","7","5","1","1","No","3"
"E1001426","42","Male","Medical","Single","Research & Development","Laboratory Technician","Travel_Rarely","29","3","2","56","1","2","4","4","No","19","1","16","3","3","1","0","0","0","No","3"
"E1001428","29","Male","Medical","Married","Research & Development","Manufacturing Director","Travel_Rarely","8","1","2","79","2","2","4","1","Yes","15","3","10","2","2","10","7","1","2","No","2"
"E1001432","28","Male","Life Sciences","Divorced","Research & Development","Research Scientist","Travel_Frequently","6","3","3","39","2","1","3","1","Yes","14","4","3","2","3","3","1","0","2","No","3"
"E1001434","18","Male","Medical","Single","Research & Development","Laboratory Technician","Non-Travel","8","1","3","80","3","1","3","1","No","12","4","0","0","3","0","0","0","0","Yes","3"
"E1001435","33","Female","Marketing","Single","Sales","Sales Executive","Travel_Rarely","9","4","1","77","3","2","1","0","Yes","17","1","6","3","3","5","2","0","3","Yes","3"
"E1001436","41","Male","Life Sciences","Married","Research & Development","Laboratory Technician","Travel_Rarely","12","4","2","46","3","1","4","3","Yes","11","1","6","4","3","1","0","0","0","No","3"
"E1001438","31","Male","Medical","Married","Research & Development","Laboratory Technician","Travel_Frequently","15","3","3","72","3","1","3","1","No","12","3","2","5","2","2","2","2","2","Yes","3"
